,SEX,TIP,AGE,FO,EDU,DOHOD,PROF,weight
716,1.0,3.0,19.0,6.0,4.0,2.0,9.0,2.4139298116743033
717,1.0,6.0,43.0,1.0,5.0,3.0,7.0,0.7257789232989964
718,1.0,1.0,42.0,2.0,4.0,3.0,1.0,0.8009680964198747
719,1.0,5.0,41.0,3.0,5.0,2.0,7.0,0.6792626424461143
720,1.0,3.0,50.0,1.0,5.0,3.0,2.0,0.7618620664023338
721,1.0,2.0,50.0,7.0,4.0,2.0,7.0,0.3526547928911812
722,1.0,3.0,65.0,6.0,2.0,3.0,2.0,0.3282421305641371
723,1.0,1.0,83.0,5.0,5.0,2.0,1.0,0.8953656093500769
724,1.0,3.0,62.0,1.0,4.0,4.0,1.0,0.7752395872785764
725,2.0,3.0,18.0,1.0,3.0,2.0,9.0,0.8810104696976493
726,2.0,1.0,74.0,1.0,4.0,3.0,1.0,1.2302448876070828
727,1.0,7.0,70.0,1.0,5.0,4.0,1.0,1.1680225158921882
728,2.0,4.0,64.0,7.0,5.0,2.0,2.0,0.7622741910199443
729,2.0,3.0,46.0,1.0,5.0,2.0,8.0,1.4879537145753199
730,2.0,1.0,87.0,3.0,4.0,2.0,1.0,0.4173505536842749
731,1.0,7.0,58.0,1.0,4.0,3.0,1.0,1.2340953081104011
732,2.0,7.0,55.0,8.0,5.0,2.0,7.0,1.5133821117027546
733,2.0,5.0,63.0,5.0,4.0,3.0,1.0,0.9865765944675589
734,1.0,1.0,54.0,7.0,4.0,3.0,7.0,0.6868824260717433
735,1.0,7.0,47.0,7.0,3.0,2.0,7.0,1.2113625215376442
736,2.0,4.0,40.0,3.0,4.0,3.0,7.0,0.9705214075001902
737,1.0,1.0,21.0,1.0,5.0,2.0,3.0,1.7871736487816863
738,1.0,1.0,43.0,5.0,5.0,2.0,7.0,0.44905421367647375
739,1.0,1.0,54.0,6.0,4.0,2.0,9.0,0.3520289265520285
740,2.0,3.0,36.0,3.0,5.0,5.0,7.0,0.8039817386590986
741,1.0,1.0,41.0,1.0,6.0,3.0,8.0,0.695800566912402
742,1.0,3.0,58.0,1.0,4.0,3.0,2.0,0.9749895473170931
743,1.0,2.0,71.0,5.0,2.0,3.0,1.0,0.7837394716026491
744,1.0,6.0,33.0,1.0,4.0,3.0,8.0,1.0763000881929583
745,1.0,6.0,40.0,5.0,5.0,3.0,2.0,0.47055501002626576
746,1.0,4.0,35.0,5.0,4.0,3.0,7.0,0.6957657064305626
747,2.0,1.0,49.0,3.0,4.0,3.0,7.0,0.508606248199527
748,2.0,2.0,19.0,8.0,3.0,3.0,4.0,0.9838372900120123
749,1.0,5.0,33.0,2.0,3.0,2.0,7.0,0.8010889225477243
750,2.0,7.0,27.0,1.0,5.0,3.0,6.0,0.9140765132442855
751,1.0,4.0,40.0,7.0,2.0,3.0,5.0,0.6015041289820464
752,1.0,1.0,22.0,5.0,5.0,3.0,4.0,0.43516681247844957
753,1.0,1.0,53.0,1.0,4.0,3.0,1.0,0.3989469764470054
754,2.0,3.0,34.0,6.0,6.0,3.0,7.0,3.559224799510226
755,1.0,3.0,40.0,5.0,4.0,1.0,1.0,0.6351108031379349
756,1.0,3.0,67.0,2.0,6.0,2.0,2.0,0.3865599725940079
757,2.0,1.0,63.0,1.0,4.0,4.0,1.0,1.2302448876070828
758,2.0,7.0,68.0,7.0,5.0,3.0,1.0,1.4800743319635525
759,1.0,7.0,54.0,7.0,3.0,3.0,5.0,1.2113625215376442
760,1.0,4.0,24.0,1.0,5.0,2.0,7.0,3.1073695230645475
761,1.0,4.0,18.0,8.0,3.0,2.0,3.0,2.3143212238768993
762,1.0,3.0,18.0,8.0,3.0,2.0,3.0,2.4753069766187843
763,1.0,4.0,18.0,7.0,3.0,2.0,3.0,1.6917606792488542
764,1.0,2.0,21.0,5.0,5.0,3.0,7.0,1.0770389818951502
765,1.0,2.0,24.0,5.0,4.0,3.0,5.0,1.5925168622680366
766,1.0,1.0,18.0,5.0,2.0,1.0,4.0,0.6434404867611633
767,1.0,1.0,23.0,5.0,4.0,2.0,4.0,0.6434404867611633
768,1.0,4.0,19.0,4.0,4.0,3.0,7.0,1.0304929061772212
769,1.0,5.0,19.0,1.0,2.0,3.0,4.0,1.4044946688517235
770,1.0,6.0,21.0,1.0,4.0,1.0,7.0,1.4044946688517235
771,1.0,4.0,21.0,1.0,4.0,3.0,5.0,1.4044946688517235
772,1.0,3.0,19.0,1.0,2.0,2.0,4.0,2.0590536303147506
773,1.0,2.0,25.0,1.0,4.0,99.0,7.0,0.5465741772175692
774,1.0,1.0,25.0,1.0,2.0,3.0,5.0,1.0454434319303
775,1.0,5.0,33.0,8.0,4.0,3.0,7.0,2.7922799345484197
776,1.0,3.0,25.0,8.0,5.0,3.0,4.0,1.4835895230156362
777,1.0,7.0,34.0,7.0,4.0,2.0,7.0,4.151056114510094
778,1.0,2.0,26.0,7.0,5.0,2.0,5.0,0.5323925749996516
779,1.0,2.0,29.0,7.0,4.0,3.0,7.0,0.5620808611798876
780,1.0,4.0,32.0,6.0,5.0,2.0,7.0,2.786671626745855
781,1.0,1.0,33.0,6.0,4.0,3.0,7.0,0.32581185503445104
782,1.0,4.0,27.0,5.0,2.0,2.0,1.0,2.3150133973981046
783,1.0,3.0,30.0,5.0,4.0,3.0,7.0,2.0423016496098976
784,1.0,2.0,27.0,5.0,3.0,3.0,9.0,0.8026064863227812
785,1.0,2.0,32.0,5.0,4.0,3.0,7.0,0.8026064863227812
786,1.0,1.0,34.0,5.0,6.0,4.0,7.0,0.31205081119690603
787,1.0,1.0,31.0,5.0,4.0,3.0,7.0,0.46140036439634624
788,1.0,1.0,34.0,5.0,4.0,3.0,7.0,0.46140036439634624
789,1.0,3.0,34.0,4.0,5.0,2.0,7.0,0.5238413435778552
790,1.0,7.0,28.0,3.0,4.0,3.0,7.0,1.5466336798541103
791,1.0,7.0,30.0,2.0,4.0,3.0,7.0,1.3409750899031545
792,1.0,5.0,30.0,2.0,2.0,3.0,1.0,0.8010889225477243
793,1.0,3.0,33.0,2.0,5.0,3.0,7.0,0.45261961327305433
794,1.0,3.0,32.0,2.0,4.0,3.0,5.0,0.8226059482670174
795,1.0,7.0,27.0,1.0,4.0,4.0,7.0,1.1743393107157092
796,1.0,3.0,27.0,1.0,5.0,3.0,7.0,0.8369675720376215
797,1.0,7.0,38.0,1.0,5.0,3.0,7.0,0.9030333025205044
798,1.0,7.0,40.0,1.0,4.0,3.0,6.0,1.039523248066944
799,1.0,6.0,37.0,1.0,3.0,3.0,5.0,0.8354775639176066
800,1.0,3.0,36.0,1.0,6.0,3.0,7.0,0.40146294238875685
801,1.0,3.0,38.0,1.0,5.0,3.0,7.0,0.40146294238875685
802,1.0,3.0,40.0,1.0,4.0,2.0,7.0,0.4621424931789788
803,1.0,1.0,44.0,1.0,5.0,3.0,8.0,0.695800566912402
804,1.0,1.0,36.0,1.0,5.0,3.0,7.0,0.695800566912402
805,1.0,1.0,38.0,1.0,5.0,3.0,7.0,0.695800566912402
806,1.0,1.0,39.0,1.0,5.0,2.0,7.0,0.695800566912402
807,1.0,1.0,39.0,1.0,5.0,3.0,7.0,0.695800566912402
808,1.0,7.0,38.0,8.0,4.0,3.0,7.0,1.272977903733623
809,1.0,6.0,43.0,8.0,4.0,4.0,9.0,1.4042643353996833
810,1.0,3.0,35.0,8.0,6.0,4.0,7.0,0.7261322560199185
811,1.0,3.0,38.0,8.0,5.0,3.0,7.0,0.7261322560199185
812,1.0,2.0,44.0,8.0,5.0,4.0,7.0,0.15430327756628748
813,1.0,2.0,40.0,8.0,4.0,3.0,7.0,0.16375300686850908
814,1.0,7.0,44.0,7.0,4.0,4.0,7.0,2.2910347754225198
815,1.0,1.0,38.0,7.0,4.0,3.0,7.0,0.7737576866611936
816,1.0,1.0,37.0,7.0,4.0,4.0,7.0,0.7737576866611936
817,1.0,4.0,36.0,6.0,4.0,2.0,7.0,1.0978248589520228
818,1.0,1.0,36.0,6.0,5.0,3.0,5.0,0.3956833580808895
819,1.0,1.0,35.0,6.0,4.0,3.0,7.0,0.16980267689463896
820,1.0,7.0,37.0,5.0,5.0,3.0,1.0,1.308703622420453
821,1.0,7.0,42.0,5.0,4.0,3.0,7.0,1.9350577104912277
822,1.0,4.0,42.0,5.0,4.0,3.0,7.0,0.6957657064305626
823,1.0,5.0,41.0,5.0,2.0,1.0,7.0,0.6957657064305626
824,1.0,4.0,44.0,5.0,4.0,3.0,8.0,0.6957657064305626
825,1.0,3.0,39.0,5.0,3.0,3.0,1.0,0.6351108031379349
826,1.0,2.0,42.0,5.0,6.0,5.0,6.0,0.7237213086931964
827,1.0,1.0,37.0,5.0,4.0,2.0,4.0,0.6639744887357436
828,1.0,7.0,36.0,4.0,5.0,3.0,7.0,0.6042574618852671
829,1.0,7.0,40.0,4.0,2.0,3.0,1.0,1.1594271266868246
830,1.0,7.0,41.0,4.0,2.0,3.0,9.0,1.1594271266868246
831,1.0,3.0,44.0,4.0,4.0,3.0,7.0,0.4492345552063932
832,1.0,2.0,36.0,4.0,4.0,5.0,9.0,0.6769962493334687
833,1.0,2.0,40.0,3.0,5.0,2.0,7.0,0.32711630399153857
834,1.0,2.0,36.0,3.0,5.0,3.0,7.0,0.32711630399153857
835,1.0,1.0,36.0,3.0,5.0,2.0,8.0,0.7927508611800114
836,1.0,5.0,37.0,2.0,3.0,3.0,7.0,0.7566214775274318
837,1.0,7.0,44.0,1.0,1.0,3.0,7.0,1.021168394717303
838,1.0,5.0,38.0,1.0,5.0,3.0,7.0,1.0597109470296764
839,1.0,5.0,39.0,1.0,5.0,3.0,8.0,1.0597109470296764
840,1.0,5.0,39.0,1.0,4.0,3.0,7.0,0.9623580762139731
841,1.0,4.0,40.0,1.0,2.0,5.0,7.0,0.9623580762139731
842,1.0,3.0,43.0,1.0,6.0,2.0,7.0,0.4715973274009596
843,1.0,3.0,37.0,1.0,5.0,3.0,7.0,0.4715973274009596
844,1.0,3.0,44.0,1.0,6.0,2.0,8.0,0.4715973274009596
845,1.0,3.0,43.0,1.0,4.0,3.0,7.0,0.42827291538069673
846,1.0,3.0,39.0,1.0,4.0,3.0,99.0,0.42827291538069673
847,1.0,3.0,43.0,1.0,4.0,3.0,5.0,0.42827291538069673
848,1.0,3.0,41.0,1.0,2.0,4.0,7.0,0.42827291538069673
849,1.0,3.0,38.0,1.0,3.0,2.0,9.0,0.42827291538069673
850,1.0,3.0,44.0,1.0,4.0,3.0,7.0,0.42827291538069673
851,1.0,2.0,39.0,1.0,6.0,1.0,9.0,1.203015222594487
852,1.0,1.0,42.0,1.0,5.0,4.0,8.0,0.38687767308568555
853,1.0,1.0,36.0,1.0,3.0,3.0,9.0,0.3513362339461162
854,1.0,5.0,55.0,1.0,4.0,3.0,7.0,1.338825706793726
855,1.0,3.0,47.0,1.0,6.0,2.0,2.0,0.7618620664023338
856,1.0,1.0,50.0,1.0,5.0,4.0,7.0,0.8006821130067167
857,1.0,1.0,46.0,1.0,5.0,3.0,7.0,0.8006821130067167
858,1.0,1.0,45.0,1.0,5.0,99.0,7.0,0.8006821130067167
859,1.0,1.0,57.0,1.0,3.0,3.0,7.0,0.9217020772752145
860,1.0,5.0,45.0,8.0,5.0,2.0,8.0,0.9536786910463791
861,1.0,2.0,56.0,8.0,4.0,3.0,9.0,0.2692034014527155
862,1.0,7.0,56.0,7.0,4.0,3.0,2.0,1.2113625215376442
863,1.0,7.0,47.0,7.0,4.0,3.0,8.0,1.2113625215376442
864,1.0,3.0,51.0,7.0,3.0,3.0,7.0,0.7145051487180851
865,1.0,3.0,55.0,7.0,3.0,99.0,1.0,0.7145051487180851
866,1.0,2.0,54.0,7.0,5.0,2.0,1.0,0.3340280842852204
867,1.0,2.0,45.0,7.0,4.0,3.0,7.0,0.3526547928911812
868,1.0,1.0,45.0,7.0,2.0,5.0,1.0,0.6868824260717433
869,1.0,7.0,50.0,6.0,4.0,3.0,7.0,0.5796574245394116
870,1.0,4.0,56.0,6.0,4.0,5.0,5.0,1.5730554112113906
871,1.0,1.0,46.0,6.0,4.0,3.0,7.0,0.3520289265520285
872,1.0,1.0,52.0,6.0,4.0,4.0,5.0,0.3520289265520285
873,1.0,7.0,59.0,5.0,3.0,99.0,7.0,1.493356224482182
874,1.0,7.0,45.0,5.0,4.0,3.0,5.0,1.493356224482182
875,1.0,4.0,54.0,5.0,5.0,3.0,7.0,0.3783495135825633
876,1.0,5.0,45.0,5.0,1.0,99.0,5.0,0.5594300580940323
877,1.0,4.0,54.0,5.0,4.0,4.0,2.0,0.5594300580940323
878,1.0,3.0,47.0,5.0,4.0,3.0,7.0,2.1926092184089345
879,1.0,3.0,47.0,5.0,4.0,3.0,2.0,2.1926092184089345
880,1.0,2.0,59.0,5.0,5.0,3.0,8.0,0.3886907231218082
881,1.0,2.0,52.0,5.0,4.0,4.0,7.0,0.5747206379563474
882,1.0,1.0,47.0,5.0,5.0,3.0,7.0,0.43973287971884845
883,1.0,1.0,47.0,5.0,4.0,3.0,7.0,0.6501919035592721
884,1.0,7.0,45.0,4.0,2.0,4.0,5.0,1.5956315868623123
885,1.0,7.0,50.0,4.0,1.0,2.0,1.0,1.5956315868623123
886,1.0,7.0,49.0,3.0,3.0,3.0,1.0,2.068064851928649
887,1.0,7.0,47.0,3.0,2.0,4.0,7.0,2.068064851928649
888,1.0,3.0,56.0,3.0,4.0,2.0,7.0,0.9695960438156548
889,1.0,3.0,47.0,3.0,4.0,3.0,9.0,0.9695960438156548
890,1.0,2.0,53.0,3.0,5.0,2.0,8.0,0.4881578359812335
891,1.0,2.0,49.0,3.0,5.0,2.0,9.0,0.4881578359812335
892,1.0,1.0,49.0,3.0,4.0,5.0,9.0,0.4362261092057104
893,1.0,7.0,52.0,1.0,5.0,2.0,7.0,1.3589373228180583
894,1.0,7.0,56.0,1.0,4.0,3.0,9.0,1.2340953081104011
895,1.0,5.0,53.0,1.0,4.0,3.0,99.0,0.9576684873182186
896,1.0,2.0,45.0,1.0,6.0,3.0,8.0,0.36909760261871016
897,1.0,2.0,54.0,1.0,4.0,3.0,7.0,0.3351895720120216
898,1.0,1.0,58.0,1.0,6.0,5.0,2.0,0.4393047543056965
899,1.0,7.0,71.0,2.0,4.0,4.0,1.0,1.4391820770974697
900,1.0,5.0,70.0,1.0,4.0,4.0,2.0,0.7569807643209662
901,1.0,1.0,60.0,1.0,6.0,3.0,1.0,0.7163820516246919
902,1.0,1.0,62.0,1.0,5.0,3.0,1.0,0.7163820516246919
903,1.0,7.0,72.0,8.0,2.0,4.0,2.0,0.6788132580030135
904,1.0,5.0,60.0,8.0,3.0,2.0,1.0,0.7260109504614293
905,1.0,3.0,70.0,8.0,5.0,2.0,9.0,0.5365410936848601
906,1.0,3.0,70.0,8.0,4.0,3.0,1.0,0.5693995538213387
907,1.0,3.0,70.0,8.0,4.0,4.0,1.0,0.5693995538213387
908,1.0,2.0,72.0,8.0,4.0,3.0,1.0,0.6318701148770258
909,1.0,7.0,72.0,7.0,4.0,3.0,1.0,1.0251317101831356
910,1.0,7.0,62.0,7.0,4.0,99.0,2.0,1.0251317101831356
911,1.0,5.0,73.0,7.0,5.0,3.0,2.0,0.6529019914145209
912,1.0,6.0,62.0,7.0,4.0,4.0,1.0,0.6893103526107167
913,1.0,5.0,71.0,7.0,1.0,3.0,1.0,0.6893103526107167
914,1.0,6.0,65.0,7.0,3.0,4.0,1.0,0.6893103526107167
915,1.0,3.0,92.0,7.0,4.0,2.0,1.0,1.7306534618299378
916,1.0,2.0,76.0,7.0,4.0,3.0,1.0,1.020666270309952
917,1.0,5.0,63.0,6.0,4.0,3.0,1.0,0.38225298652467227
918,1.0,6.0,65.0,6.0,4.0,3.0,1.0,0.38225298652467227
919,1.0,3.0,64.0,6.0,4.0,3.0,1.0,0.3282421305641371
920,1.0,1.0,85.0,6.0,4.0,3.0,1.0,0.346013972878296
921,1.0,4.0,81.0,5.0,5.0,3.0,1.0,1.1069851698807627
922,1.0,5.0,60.0,5.0,3.0,2.0,99.0,1.6367954911100684
923,1.0,5.0,72.0,5.0,3.0,3.0,2.0,1.6367954911100684
924,1.0,2.0,70.0,5.0,5.0,3.0,1.0,0.5300527627467512
925,1.0,7.0,66.0,4.0,3.0,3.0,2.0,0.7974430955727339
926,1.0,7.0,60.0,4.0,4.0,3.0,7.0,0.7974430955727339
927,1.0,7.0,68.0,4.0,4.0,3.0,1.0,0.7974430955727339
928,1.0,5.0,63.0,4.0,3.0,3.0,2.0,0.6299843331568659
929,1.0,3.0,74.0,4.0,4.0,3.0,1.0,0.8053633158929244
930,1.0,2.0,64.0,4.0,5.0,3.0,2.0,0.17880782299859183
931,1.0,7.0,70.0,3.0,3.0,3.0,2.0,0.9106510807838275
932,1.0,7.0,65.0,3.0,4.0,3.0,2.0,0.9106510807838275
933,1.0,3.0,60.0,2.0,5.0,3.0,7.0,0.3865599725940079
934,1.0,3.0,73.0,2.0,4.0,3.0,1.0,0.7025469588431923
935,1.0,7.0,68.0,1.0,5.0,4.0,1.0,1.1680225158921882
936,1.0,7.0,62.0,1.0,3.0,3.0,7.0,1.060719344760277
937,1.0,7.0,68.0,1.0,2.0,3.0,1.0,1.060719344760277
938,1.0,7.0,60.0,1.0,2.0,2.0,1.0,1.060719344760277
939,1.0,5.0,60.0,1.0,4.0,5.0,9.0,0.5662790007278534
940,2.0,1.0,22.0,1.0,3.0,3.0,3.0,1.5202707920636185
941,2.0,1.0,21.0,1.0,4.0,3.0,4.0,1.5202707920636185
942,2.0,3.0,21.0,8.0,5.0,3.0,7.0,1.0870517092287548
943,2.0,3.0,23.0,8.0,3.0,2.0,6.0,1.153624140817683
944,2.0,5.0,24.0,7.0,4.0,2.0,7.0,1.8182123868124025
945,2.0,3.0,18.0,7.0,2.0,3.0,3.0,1.6364555816632316
946,2.0,2.0,19.0,7.0,3.0,2.0,3.0,2.6715255796605533
947,2.0,1.0,19.0,7.0,3.0,1.0,3.0,1.6633289247274436
948,2.0,7.0,18.0,5.0,4.0,1.0,3.0,6.9905167076526125
949,2.0,2.0,21.0,5.0,5.0,99.0,4.0,0.6693444575269856
950,2.0,2.0,20.0,5.0,4.0,3.0,7.0,0.9896970798603324
951,2.0,2.0,19.0,5.0,2.0,3.0,6.0,0.9896970798603324
952,2.0,1.0,23.0,5.0,5.0,2.0,7.0,0.718116952979651
953,2.0,1.0,22.0,5.0,5.0,3.0,7.0,0.718116952979651
954,2.0,3.0,21.0,3.0,3.0,3.0,5.0,2.514472984433109
955,2.0,5.0,20.0,1.0,4.0,4.0,5.0,2.1666877223454324
956,2.0,5.0,18.0,1.0,3.0,3.0,3.0,2.1666877223454324
957,2.0,3.0,20.0,1.0,4.0,2.0,7.0,0.8810104696976493
958,2.0,3.0,20.0,1.0,3.0,3.0,4.0,0.8810104696976493
959,2.0,3.0,19.0,1.0,4.0,3.0,5.0,0.8810104696976493
960,2.0,2.0,20.0,1.0,5.0,2.0,3.0,0.9095523214595792
961,2.0,7.0,25.0,1.0,6.0,1.0,9.0,0.9140765132442855
962,2.0,5.0,34.0,1.0,4.0,4.0,9.0,1.7356282041290578
963,2.0,1.0,31.0,1.0,5.0,3.0,6.0,2.8512900094258096
964,2.0,1.0,31.0,1.0,5.0,3.0,7.0,2.8512900094258096
965,2.0,7.0,31.0,7.0,4.0,3.0,6.0,0.9139350442733335
966,2.0,7.0,26.0,7.0,2.0,3.0,5.0,0.9139350442733335
967,2.0,7.0,29.0,7.0,4.0,3.0,6.0,0.9139350442733335
968,2.0,5.0,33.0,7.0,5.0,4.0,2.0,2.6652451080893877
969,2.0,2.0,25.0,7.0,5.0,3.0,7.0,0.9373170938879396
970,2.0,2.0,30.0,7.0,3.0,2.0,9.0,0.989585550346015
971,2.0,2.0,30.0,6.0,4.0,3.0,7.0,1.2289224207278282
972,2.0,5.0,30.0,5.0,4.0,3.0,7.0,4.149103194526887
973,2.0,3.0,31.0,5.0,5.0,3.0,6.0,4.894928902632453
974,2.0,2.0,31.0,5.0,5.0,4.0,5.0,1.36072180183476
975,2.0,1.0,29.0,5.0,5.0,3.0,7.0,1.86573968857348
976,2.0,1.0,32.0,5.0,5.0,3.0,9.0,1.86573968857348
977,2.0,3.0,27.0,4.0,6.0,3.0,7.0,1.9302533444028502
978,2.0,3.0,26.0,4.0,5.0,2.0,9.0,1.9302533444028502
979,2.0,7.0,27.0,1.0,5.0,3.0,5.0,4.531425065323884
980,2.0,6.0,34.0,1.0,4.0,3.0,7.0,1.9808591502958457
981,2.0,3.0,29.0,1.0,5.0,3.0,6.0,1.333263114333516
982,2.0,3.0,29.0,1.0,3.0,3.0,5.0,1.2107797219548033
983,2.0,5.0,44.0,1.0,5.0,3.0,7.0,0.7432205454944182
984,2.0,4.0,43.0,2.0,6.0,3.0,9.0,0.7432205454944182
985,2.0,1.0,42.0,2.0,5.0,3.0,7.0,1.4204957823468085
986,2.0,1.0,40.0,1.0,4.0,3.0,7.0,1.63519815427518
987,2.0,5.0,38.0,8.0,3.0,3.0,7.0,1.5472388138574673
988,2.0,3.0,42.0,8.0,4.0,2.0,7.0,1.5641820844996879
989,2.0,2.0,37.0,8.0,4.0,3.0,6.0,1.5048827647984497
990,2.0,4.0,37.0,7.0,4.0,2.0,6.0,1.371922342142248
991,2.0,1.0,40.0,7.0,5.0,3.0,7.0,0.6350502156622786
992,2.0,1.0,44.0,7.0,5.0,3.0,7.0,0.6350502156622786
993,2.0,1.0,41.0,7.0,5.0,4.0,7.0,0.6350502156622786
994,2.0,1.0,37.0,7.0,6.0,1.0,7.0,0.6350502156622786
995,2.0,1.0,38.0,7.0,4.0,5.0,1.0,0.6704630922250567
996,2.0,7.0,43.0,6.0,4.0,3.0,7.0,0.4135490234928158
997,2.0,3.0,39.0,6.0,5.0,3.0,7.0,1.7286937816996677
998,2.0,3.0,43.0,6.0,4.0,5.0,7.0,0.741847807518133
999,2.0,3.0,39.0,6.0,4.0,3.0,6.0,0.741847807518133
1000,2.0,1.0,39.0,6.0,6.0,2.0,9.0,0.8923152469521418
1001,2.0,1.0,41.0,6.0,5.0,3.0,7.0,0.8923152469521418
1002,2.0,1.0,44.0,6.0,4.0,3.0,9.0,0.3829261819381341
1003,2.0,7.0,41.0,5.0,6.0,3.0,8.0,0.6142815847353819
1004,2.0,7.0,39.0,5.0,4.0,3.0,6.0,0.9082807570720405
1005,2.0,5.0,40.0,5.0,5.0,3.0,7.0,1.372300091031106
1006,2.0,2.0,40.0,5.0,5.0,3.0,7.0,0.7204037114441059
1007,2.0,1.0,40.0,5.0,5.0,3.0,5.0,1.2300485554805638
1008,2.0,3.0,42.0,4.0,5.0,3.0,7.0,0.6556689766280521
1009,2.0,3.0,39.0,4.0,4.0,3.0,5.0,1.258073661610646
1010,2.0,3.0,44.0,4.0,4.0,3.0,9.0,1.258073661610646
1011,2.0,7.0,40.0,3.0,4.0,3.0,7.0,1.6376426878487282
1012,2.0,5.0,44.0,3.0,2.0,2.0,7.0,0.9705214075001902
1013,2.0,3.0,44.0,3.0,3.0,3.0,7.0,0.8054683006377971
1014,2.0,2.0,42.0,3.0,5.0,3.0,8.0,0.37207707594386896
1015,2.0,7.0,35.0,2.0,5.0,3.0,7.0,0.44677137191458
1016,2.0,7.0,42.0,2.0,3.0,2.0,5.0,0.8119771597936375
1017,2.0,7.0,37.0,1.0,3.0,2.0,9.0,4.84622102859189
1018,2.0,3.0,37.0,1.0,5.0,2.0,7.0,1.1769333322468454
1019,2.0,5.0,56.0,1.0,6.0,2.0,2.0,1.1287254649960274
1020,2.0,2.0,59.0,1.0,5.0,2.0,2.0,0.7719827083060941
1021,2.0,1.0,58.0,2.0,5.0,2.0,9.0,0.9177160672834836
1022,2.0,1.0,54.0,1.0,5.0,2.0,7.0,0.9177160672834836
1023,2.0,1.0,47.0,1.0,6.0,3.0,5.0,0.9177160672834836
1024,2.0,1.0,47.0,1.0,5.0,3.0,5.0,0.9177160672834836
1025,2.0,1.0,59.0,2.0,5.0,3.0,2.0,0.9177160672834836
1026,2.0,1.0,48.0,1.0,6.0,2.0,7.0,0.9177160672834836
1027,2.0,1.0,51.0,2.0,6.0,3.0,2.0,0.9177160672834836
1028,2.0,1.0,46.0,1.0,5.0,3.0,5.0,0.9177160672834836
1029,2.0,2.0,49.0,8.0,5.0,3.0,7.0,0.3444926925115805
1030,2.0,2.0,49.0,8.0,5.0,3.0,7.0,0.3444926925115805
1031,2.0,7.0,50.0,7.0,5.0,3.0,2.0,0.8692810106457267
1032,2.0,7.0,52.0,7.0,4.0,3.0,7.0,0.9177555097784614
1033,2.0,5.0,47.0,7.0,5.0,3.0,7.0,0.5093445977246301
1034,2.0,6.0,50.0,7.0,3.0,3.0,7.0,0.5377476388106479
1035,2.0,5.0,57.0,7.0,1.0,3.0,7.0,0.5377476388106479
1036,2.0,3.0,54.0,7.0,4.0,3.0,7.0,0.8587236357408176
1037,2.0,1.0,47.0,7.0,6.0,2.0,7.0,0.48812102482935926
1038,2.0,1.0,52.0,7.0,5.0,3.0,5.0,0.48812102482935926
1039,2.0,1.0,45.0,7.0,5.0,2.0,8.0,0.48812102482935926
1040,2.0,1.0,53.0,7.0,4.0,3.0,5.0,0.515340556724096
1041,2.0,7.0,54.0,6.0,2.0,3.0,7.0,1.6257882442788487
1042,2.0,7.0,50.0,6.0,4.0,3.0,7.0,1.6257882442788487
1043,2.0,3.0,54.0,6.0,4.0,3.0,2.0,0.5166131480266831
1044,2.0,3.0,49.0,6.0,4.0,3.0,7.0,0.5166131480266831
1045,2.0,1.0,58.0,6.0,4.0,4.0,1.0,0.5096410476613074
1046,2.0,7.0,50.0,5.0,5.0,3.0,7.0,0.9438460857096043
1047,2.0,7.0,51.0,5.0,2.0,3.0,2.0,1.3955769773842341
1048,2.0,6.0,45.0,5.0,5.0,3.0,7.0,0.8741886799574718
1049,2.0,2.0,49.0,5.0,5.0,3.0,7.0,0.5590442910749174
1050,2.0,2.0,48.0,5.0,6.0,3.0,7.0,0.5590442910749174
1051,2.0,2.0,48.0,5.0,4.0,3.0,7.0,0.8266065344496097
1052,2.0,2.0,49.0,5.0,4.0,3.0,7.0,0.8266065344496097
1053,2.0,1.0,45.0,5.0,6.0,2.0,7.0,1.7029719953142082
1054,2.0,1.0,51.0,5.0,5.0,4.0,7.0,1.7029719953142082
1055,2.0,7.0,49.0,4.0,1.0,3.0,1.0,1.2649620796926886
1056,2.0,7.0,51.0,4.0,4.0,3.0,5.0,1.2649620796926886
1057,2.0,4.0,49.0,4.0,5.0,4.0,7.0,0.7030448520825915
1058,2.0,3.0,50.0,4.0,4.0,4.0,5.0,0.8698566325100863
1059,2.0,7.0,47.0,3.0,5.0,3.0,9.0,0.7998203647758974
1060,2.0,7.0,57.0,3.0,4.0,3.0,2.0,0.8012992323756112
1061,2.0,7.0,54.0,3.0,4.0,3.0,8.0,0.8012992323756112
1062,2.0,7.0,56.0,3.0,3.0,99.0,5.0,0.8012992323756112
1063,2.0,6.0,48.0,3.0,3.0,2.0,7.0,0.6339727159367587
1064,2.0,4.0,50.0,3.0,4.0,3.0,7.0,0.6339727159367587
1065,2.0,1.0,58.0,3.0,4.0,3.0,2.0,0.508606248199527
1066,2.0,5.0,58.0,2.0,4.0,2.0,1.0,2.213156157429
1067,2.0,3.0,51.0,2.0,5.0,3.0,7.0,0.6450579389626582
1068,2.0,3.0,49.0,2.0,4.0,3.0,7.0,1.1723497656904014
1069,2.0,7.0,45.0,1.0,2.0,3.0,9.0,0.8404945334958348
1070,2.0,7.0,56.0,1.0,2.0,2.0,7.0,0.8404945334958348
1071,2.0,5.0,50.0,1.0,5.0,4.0,7.0,0.9690640566414832
1072,2.0,5.0,58.0,1.0,4.0,4.0,7.0,0.8800386783694232
